collection||Sahih Muslim
hadith|1370b|علی بن مسہر اور وکیع دونوں نے اعمش سے سی سند کے ساتھ اسی طرح حدیث بیان کی جس طرح آخر تک ابو معاویہ سے ابو کریب کی روایت کردہ حدیث ہے اور ( اسمیں ) یہ اجافہ کیا : " لہٰذا جس نے کسی مسلمان کی امان تو ڑی اس پر اللہ تعا لیٰ کی ( تمام ) فرشتوں کی اور سب انسانوں کی لعنت ہے قیامت کے دن اس سے کو ئی عذرقبول کیا جا جا ئے گا نہ بدلہ ۔ ان دونوں کی حدیث میں یہ الفا ظ نہیں ہیں " جس نے اپنے والد کے سوا کسی اور کی نسبت اختیار کی " اور نہ وکیع کی روایت میں قیامت کے دن کا تذکرہ ہے ۔
hadith|1370c|سفیان نے اعمش سے اسی سند کے ساتھ ابن مسہر اور وکیع کی حدیث کی طرح بیان کی مگر اس میں " جس نے اپنے موالی ( آزاد کرنے والوں ) کے علاوہ کسی کی طرف نسبت اختیار کی " اور اس پر لعنت کا ذکر نہیں ہے ۔
hadith|1371a|
hadith|1371b|سفیان نے اعمش سے اسی سند کے ساتھ اسی کے مانند روایت کی ، اور انھوں نے " قیامت کے دن " کے الفاظ نہیں کہے اور یہ اضافہ کیا : " اور تمام مسلمانوں کا ذمہ ایک ( جیسا ) ہے ان کا ادنیٰآدمی بھی پناہ کی پیش کش کر سکتا ہے جس نے کسی مسلمان کی امان توڑی اس پر اللہ کی فرشتوں کی اور سب انسانوں کی لعنت ہے ۔ قیامت کے دن اس سے کو ئی بدلہ قبول کیا جا ئے گا نہ کو ئی عذر ۔
hadith|1372a|
hadith|1372b|معمر نے ہمیں زہری سے حدیث بیان کی انھوں نے سعید بن مسیب سے انھوں نے حضرت ابو ہریرہ رضی اللہ تعالیٰ عنہ سے روایت کی ، انھوں نے کہا : رسول اللہ صلی اللہ علیہ وسلم نے مدینہ کے دو سیاہ پتھروں والے میدانوں کے درمیانی حصے کو حرم قرار دیا ہے حضرت ابو ہریرہ رضی اللہ تعالیٰ عنہ نے کہا : اگر میں ان دو سیاہ پتھریلے میدانوں کے درمیان ہرنیوں کو پاؤں تو میں انھیں ہراساں نہیں کروں گا آپ صلی اللہ علیہ وسلم نے مدینہ کے اردگرد بارہ میل کا علاقہ محفوظ چراگاہ قراردیا ہے ۔
hadith|1373a|
hadith|1373b|عبد العزیز بن محمد مدنی نے ہمیں سہیل بن ابی صالح سے خبر دی انھوں نے اپنے والد سے انھوں نے حضرت ابو ہریرہ رضی اللہ تعالیٰ عنہ سے روایت کی کہ رسول اللہ صلی اللہ علیہ وسلم کے سامنے جب ( کسی موسم کا ) پہلا پھل پیش کیا جا تا تو آپ فر ما تے : " اے اللہ !ہمارے لیے ہمارے شہر ( مدینہ ) میں ہمارے پھلوں میں ہمارے مد میں اور ہمارے صاع میں برکت پر بر کت فر ما " پھر آپ وہ پھل اپنے پاس موجود بچوں میں سب سے چھوٹے بچے کو دے دیتے ۔
chapter||Encouragement to live in Al-Madinah and to be patient on bearing its distress and hardships
hadith|1374a|
hadith|1374b|علی بن مبارک سے روایت ہے ، ( کہا : ) ہمیں یحییٰ بن ابی کثیر نے حدیث بیان کی ، ( کہا : ) ہمیں مہری کے مولیٰ ابوسعید نے حضرت ابو سعید خدری رضی اللہ تعالیٰ عنہ سے حدیث بیان کی کہ رسول اللہ صلی اللہ علیہ وسلم ! نے فرمایا : " اللہ ہمارے مد اور صاع میں برکت عطا فرما اورایک برکت کے ساتھ دو برکتیں ( مزید ) عطافرما ۔
hadith|1374c|شیبان اورحرب ، یعنی ابن شداد دونوں نے یحییٰ بن ابی کثیر سے اسی سندکے ساتھ ، اسی کے مانند حدیث بیان کی ،
hadith|1374d|سعید بن ابوسعید نے مہری کے آزاد کردہ غلام ، ابو سعید سے روایت کی وہ سیدنا ابو سعید خدری رضی اللہ عنہ کے پاس حرہ کی راتوں میں آئے ( یعنی جن دنوں مدینہ طیبہ میں ایک فتنہ مشہور ہوا تھا اور ظالموں نے مدینہ کو لوٹا تھا ) اور ان سے مشورہ کیا کہ مدینہ سے کہیں اور چلے جائیں اور ان سے وہاں کی گرانی نرخ ( مہنگائی ) اور کثرت عیال کی شکایت کی اور خبر دی کہ مجھے مدینہ کی محنت اور بھوک پر صبر نہیں آ سکتا تو سیدنا ابو سعید خدری رضی اللہ عنہ نے کہا کہ تیری خرابی ہو میں تجھے اس کا مشورہ نہیں دوں گا ( کیونکہ ) میں نے رسول اللہ صلی اللہ علیہ وسلم سے سنا ہے کہ وہ فرماتے تھے کہ کوئی شخص یہاں کی تکلیفوں پر صبر نہیں کرتا اور پھر مر جاتا ہے ، مگر یہ کہ میں قیامت کے دن اس کا شفیع یا گواہ ہوں گا اگر وہ مسلمان ہو ۔
hadith|1374e|سعید بن عبدالرحمان بن ابی سعیدخدری رضی اللہ تعالیٰ عنہ نے حدیث بیان کی کہ عبدالرحمان نے انھیں اپنےوالد ابوسعید رضی اللہ تعالیٰ عنہ سے حدیث بیان کی ، انھوں نے رسول اللہ صلی اللہ علیہ وسلم سے سنا ، آپ صلی اللہ علیہ وسلم فرمارہے تھے : " میں مدینہ کی دوسیاہ پتھروں والی زمین کے درمیانی حصے کوحرم قرار دیتا ہوں ، جیسے ابراہیم علیہ السلام نے مکہ کوحرم قرار دیا تھا ۔ " کہا : پھر ابو سعید رضی اللہ تعالیٰ عنہ ہم میں سے کسی کو پکڑ لیتے ، اور ابو بکر نے کہا : ہم میں سے کسی کو دیکھتے کہ اس کے ہاتھ میں پرندہ ہے ۔ تو اسے اس کے ہاتھ سے چھڑاتے ، پھر اسے آزاد کردیتے ۔
hadith|1375|سہل بن حنیف رضی اللہ تعالیٰ عنہ سے روایت ہے ، انھوں نے کہا : رسول اللہ صلی اللہ علیہ وسلم نے اپنے ہاتھ سے مدینہ کی طرف اشارہ کیا اورفرمایا : " بلاشبہ یہ حرم ہے ، امن والاہے ۔
hadith|1376a|
hadith|1376b|ابو اسامہ اور ابن نمیر دونوں نے ہشام بن عروہ سے اسی سند کےساتھ اسی کے ہم معنی حدیث بیان کی ۔
hadith|1377a|
hadith|1377b|امام مالک نے قطن بن وہب بن عویمر بن اجدع سےروایت کی ، انھوں نے حضرت زبیر کے آزاد کردہ غلام یحس سے روایت کی ، انھوں نے انھیں ( قطن کو ) خبردی کہ وہ فتنہ ( واقعہ حرہ ) کے دوران میں حضرت عبداللہ بن عمر رضی اللہ تعالیٰ عنہ کے پاس بیٹھے ہوئے تھے ، ان کے پاس ان کی ایک آزاد کردہ لونڈی سلام کرنے پر حاضر ہوئی اور عرض کی : ابو عبدالرحمان ! ہمارےلیے گزرا اوقات مشکل ہوگئی ہے لہذا میں مدینہ سے نقل مکانی کرنا چاہتی ہوں ۔ اس پر حضرت عبداللہ رضی اللہ تعالیٰ عنہ نے اس سے کہا : ( یہیں مدینہ میں ) بیٹھی رہو ، نادان عورت! بلاشبہ میں نے رسول اللہ صلی اللہ علیہ وسلم کو یہ فرماتے سنا : " کوئی بھی اس تنگدستی اور سختی پر صبر نہیں کرتا مگر قیامت کےدن میں اس کے لئے گواہ ہوں گا یاسفارشی ۔
hadith|1377c|ضحاک نے ہمیں قطن خزاعی سے خبر دی ، انھوں نے مصعب کے مولیٰ یحس سے ، انھوں نے حضرت عبداللہ بن عمر رضی اللہ تعالیٰ عنہ سے روایت کی ، انھوں نے کہا : میں نے رسول اللہ صلی اللہ علیہ وسلم کو یہ فرماتے ہوئے سنا : " جس نے اس ( شہر ) کی تنگدستی اورسختی پر صبر کیا ، میں قیامت کے دن اس کا گواہ ہوں گایا سفارشی ۔ " ان کی مراد مدینہ سے تھی ۔
hadith|1378a|
hadith|1378b|ابو عبداللہ قر اظ کہتے ہیں : میں نے حضرت ابو ہریرہ رضی اللہ تعالیٰ عنہ کو یہ کہتے ہوئے سنا : رسول اللہ صلی اللہ علیہ وسلم نے فرمایا ۔ ۔ ۔ ( آگے ) اسی کے مانند ہے ۔
hadith|1378c|صالح بن ابو صالح نے اپنے والد سے ، انھوں نے حضرت ابوہریرہ رضی اللہ تعالیٰ عنہ سے روایت کی ، کہا : " رسول اللہ صلی اللہ علیہ وسلم نے فرمایا : " کوئی بھی مدینہ کی مشقتوں پرصبر نہیں ۔ کرتا " ۔ ۔ ۔ ( آگے ) اسی کے مانند ہے ۔
chapter||Al-Madinah is protected against the plague and the Dajjal entering it
hadith|1379|نعیم بن عبداللہ نے حضرت ابو ہریرہ رضی اللہ تعالیٰ عنہ سے روایت کی ، انھوں نےکہا : رسول اللہ صلی اللہ علیہ وسلم نے فرمایا : " مدینہ میں داخل ہونے کے راستوں پر فرشتے مقرر ہیں ، اس میں طاعون اور دجال داخل نہیں ہوسکے گا ۔
hadith|1380|اسماعیل بن جعفر سے روایت ہے ۔ ( کہا : ) علاء نے ا پنے والد سے ، انھوں نے حضرت ابو ہریرہ رضی اللہ تعالیٰ عنہ سے ر وایت ہے کہ رسول اللہ صلی اللہ علیہ وسلم نے فرمایا : " مشرق کی جانب سے مسیح دجال آئےگا ، اس کا ارادہ مدینہ ( میں داخلے کا ) ہوگا یہاں تک کہ وہ احد پہاڑ کے پیچھے اترے گا ، پھر فرشتے اس کا رخ شام کی طرف پھیر دیں گے اور وہیں وہ ہلاک ہوجائے گا ۔
chapter||Al-Madinah eliminates its Dross and it is also called Tabah, and Taibah
hadith|1381|۔ ہمیں عبدالعزیز یعنی دراوردی نے حدیث بیان کی ، انھوں نےعلاء سے انھوں نے ا پنے والد سے اور انھوں نے سیدنا ابوہریرہ رضی اللہ عنہ سے روایت کی کہ رسول اللہ صلی اللہ علیہ وسلم نے فرمایا : ایک وقت لوگوں پر ایسا آئے گا کہ آدمی اپنے بھتیجے اور اپنے قرابت والے کو پکارے گا کہ خوشحالی کے ملک میں خوشحالی کے ملک میں چلو ، حالانکہ مدینہ ان کے لئے بہتر ہو گا کاش کہ وہ جانتے ہوتے ۔ اور قسم ہے اس پروردگار کی کہ میری جان اس کے ہاتھ میں ہے کہ کوئی شخص مدینہ سے بیزار ہو کر نہیں نکلتا مگر اللہ تعالیٰ اس سے بہتر دوسرا شخص مدینہ میں بھیج دیتا ہے ۔ آگاہ رہو کہ مدینہ لوہار کی بھٹی کی مانند ہے کہ وہ میل کو نکال دیتا ہے اور قیامت قائم نہ ہو گی جب تک کہ مدینہ اپنے شریر لوگوں کو نکال نہ دے گا جیسے کہ بھٹی لوہے کی میل کو نکال دیتی ہے ۔
hadith|1382a|
hadith|1382b|سفیان اورعبدالوہاب دونوں نے یحییٰ بن سعید سے اسی سند کے ساتھ روایت کی اور دونوں نے کہا : " جیسے بھٹی میل کو نکال دیتی ہے " ان دونوں نے لوہے کا ذکر نہیں کیا ۔
hadith|1383|حضرت جابر بن عبداللہ سے روایت ہے کہ ایک بدو نے رسول اللہ صلی اللہ علیہ وسلم سے بیعت کی ۔ اس کے بعد اس بدو کے مدینے میں بخار نے آلیا ، وہ نبی کریم صلی اللہ علیہ وسلم کے پاس آیا ، اور کہنے لگا : اے محمد صلی اللہ علیہ وسلم !مجھے میری بیعت واپس کردیں ۔ رسول اللہ صلی اللہ علیہ وسلم نے انکار فرمادیا ۔ پھر وہ آپ صلی اللہ علیہ وسلم کے پاس آیا اور کہنے لگا ۔ مجھے میری بیعت واپس کردیں ۔ آپ صلی اللہ علیہ وسلم نے دوبارہ انکار کردیا ، پھر وہ ( تیسری بار ) آیا ، اور کہا : اے محمد صلی اللہ علیہ وسلم ! مجھے میری بیعت واپس کردیں ۔ آپ صلی اللہ علیہ وسلم نے ( پھر ) انکار فرمایا ۔ اس کے بعد اعرابی نکل گیا ، تو رسول اللہ صلی اللہ علیہ وسلم نے فرمایا : " مدینہ بھٹی کی طرح ہے ، وہ اپنے میل ( برے لوگوں ) کو باہر نکال دیتاہے اور یہاں کا پاکیزہ ( خالص ایمان والا ) نکھر جاتا ہے ۔
