collection||المستدرك على الصحيحين
hadith|6726|حدثنا علي بن حمشاد العدل ثنا بشر بن موسى ثنا الحميدي ثنا سفيان عن عبد الله بن عثمان بن خثيم عن بن أبي مليكة قال * جاء بن عباس يستأذن على عائشة رضي الله عنها في مرضها فأبت أن تأذن له فقال لها بنو أخيها ائذني له فإنه من خير ولدك قالت دعوني من تزكيته فلم يزالوا بها حتى أذنت له فلما دخل عليها قال بن عباس إنما سميت أم المؤمنين لتسعدي وإنه لإسمك قبل أن تولدي إنك كنت من أحب أزواج النبي صلى الله عليه وسلم إليه ولم يكن رسول الله صلى الله عليه وسلم يحب إلا طيبا وما بينك وبين أن تلقي الأحبة إلا أن تفارق الروح الجسد ولقد سقطت قلادتك ليلة الأبواء فجعل الله للمسلمين خيرة في ذلك فأنزل الله تبارك وتعالى آية التيمم ونزلت فيك آيات من القرآن فليس مسجد من مساجد المسلمين إلا يتلى فيه عذرك آناء الليل وآناء النهار فقالت دعني من تزكيتك لي يا بن عباس فوددت إني كنت نسيا منسيا هذا حديث صحيح الإسناد ولم يخرجاه
hadith|6727|حدثني علي بن عيسى ثنا إبراهيم بن أبي طالب ثنا بن أبي عمر ثنا سفيان عن أبي سعد سعيد بن المرزبان عن عبد الرحمن بن الأسود عن أبيه قال قالت عائشة * ما تزوجني رسول الله صلى الله عليه وسلم حتى أتاه جبريل بصورتي وقال هذه زوجتك وتزوجني وإني لجارية علي حوف فلما تزوجنني ألقى الله علي حياء وأنا صغيرة قال سفيان قال الزهري الحوف سيور تكون في وسطها هذا حديث صحيح الإسناد ولم يخرجاه
hadith|6728|أخبرنا عبد الله بن الحسين القاضي بمرو ثنا الحارث بن أبي أسامة ثنا يزيد بن هارون أنبأ حماد بن سلمة ثنا هشام بن عروة عن عوف بن الحارث بن الطفيل عن رميثة أم عبد الله بن محمد بن أبي عتيق عن أم سلمة رضي الله عنها قالت * كلمنني صواحبي أن أكلم رسول الله صلى الله عليه وسلم أن يأمر الناس فيهدون له حيث كان فإن الناس يتحرون بهداياهم يوم عائشة رضي الله عنها وإنا نحب الخير كما تحبه عائشة فسكت رسول الله صلى الله عليه وسلم فلم يراجعني فجاءني صواحبي فأخبرتهن بأنه صلى الله عليه وسلم لم يكلمني فقلن والله لا تدعيه وما هذا حين تدعيه قالت فدار فكلمته فقلت إن صواحبي قلن لي أن أكلمك تأمر الناس فيهدون لك حيث كنت فقلت له مثل المقالة الأولى مرتين أو ثلاثا كل ذلك يسكت عنها رسول الله صلى الله عليه وسلم ثم قال يا أم سلمة لا تؤذيني في عائشة فإني والله ما نزل الوحي علي وأنا في ثوب امرأة من نسائي غير عائشة قالت فقلت أعوذ بالله أن أسوءك في عائشة هذا حديث صحيح الإسناد ولم يخرجاه
hadith|6729|حدثنا أبو أحمد محمد بن الحسين الشيباني ثنا أبو عبد الرحمن بن شعيب الفقيه النسائي بمصر ثنا سعيد بن يحيى بن سعيد الأموي حدثني أبي حدثني أبو العنبس سعيد بن كثير عن أبيه قال حدثتنا عائشة رضي الله عنها * أن رسول الله صلى الله عليه وسلم ذكر فاطمة رضي الله عنها قالت فتكلمت أنا فقال أما ترضين أن تكوني زوجتي في الدنيا والآخرة قلت بلى والله قال فأنت زوجتي في الدنيا والآخرة أبو العنبس هذا سعيد بن كثير مدني ثقة والحديث صحيح ولم يخرجاه
hadith|6730|أخبرنا أبو بكر محمد بن أحمد بن بالويه ثنا موسى بن هارون ثنا أبو الخطاب زياد بن يحيى الغساني ثنا مالك بن سعير ثنا إسماعيل بن أبي خالد أنبأ عبد الرحمن بن الضحاك * أن عبد الله بن صفوان أتى عائشة وآخر معه فقالت عائشة لأحدهما أسمعت حديث حفصة يا فلان قال نعم يا أم المؤمنين فقال لها عبد الله بن صفوان وما ذاك يا أم المؤمنين قالت خلال لي تسع لم تكن لأحد من النساء قبلي إلا ما أتى الله عز وجل مريم بنت عمران والله ما أقول هذا إني أفخر على أحد من صواحباتي فقال لها عبد الله بن صفوان وما هن يا أم المؤمنين قالت جاء الملك بصورتي إلى رسول الله صلى الله عليه وسلم فتزوجني رسول الله صلى الله عليه وسلم وأنا ابنة سبع سنين وأهديت إليه وأنا ابنة تسع سنين وتزوجني بكرا لم يكن في أحد من الناس وكان يأتيه الوحي وأنا وهو في لحاف واحد وكنت من أحب الناس إليه ونزل في آيات من القرآن كادت الأمة تهلك فيه ورأيت جبريل عليه السلام ولم يره أحد من نسائه غيري وقبض في بيتي لم يله أحد غير الملك إلا أنا هذا حديث صحيح الإسناد ولم يخرجاه
hadith|6731|أخبرني أبو العباس محمد بن أحمد المحبوبي ثنا سعيد بن مسعود ثنا يزيد بن هارون أنبأ العوام بن حوشب عن سعيد بن جبير عن بن عباس رضي الله عنهما * إن الذين يرمون المحصنات الغافلات المؤمنات قال نزلت في عائشة خاصة هذا حديث صحيح الإسناد ولم يخرجاه
hadith|6732|أنبأ أبو بكر أحمد بن سلمان الفقيه ببغداد ثنا الحسن بن مكرم ويحيى بن جعفر بن الزبرقان قالا ثنا علي بن عاصم ثنا خالد الحذاء عن محمد بن سيرين عن الأحنف بن قيس قال * سمعت خطبة أبي بكر الصديق وعمر بن الخطاب وعثمان بن عفان وعلي بن أبي طالب رضي الله عنهم والخلفاء هلم جرا إلى يومي هذا فما سمعت الكلام من فم مخلوق أفخم ولا أحسن منه من في عائشة رضي الله عنها
hadith|6733|حدثني محمد بن صالح بن هانئ ثنا أبو سعيد بن شاذان ثنا إسحاق بن إبراهيم أنبأ عيسى بن يونس عن هشام بن عروة عن أبيه قال * ما رأيت أحدا أعلم بالحلال والحرام والعلم والشعر والطب من عائشة أم المؤمنين
hadith|6734|حدثنا علي بن حمشاد العدل ثنا بشر بن موسى ثنا الحميدي ثنا سفيان عن الزهري قال * لو جمع علم الناس كلهم ثم علم أزواج النبي صلى الله عليه وسلم لكانت عائشة أوسعهم علما
hadith|6735|حدثنا أبو بكر محمد بن أحمد بن بالويه ثنا محمد بن أحمد بن النضر ثنا معاوية بن عمرو ثنا زائدة ثنا عبد الملك بن عمير عن موسى بن طلحة قال * ما رأيت أحدا أفصح من عائشة رضي الله عنها
hadith|6736|حدثنا أبو العباس محمد بن يعقوب ثنا عبد الله بن أحمد بن حنبل حدثني أبي حدثني أبو معاوية عن الأعمش عن مسلم عن مسروق * أنه قيل له هل كانت عائشة تحسن الفرائض قال أي والذي نفسي بيده لقد رأيت مشيخة أصحاب محمد صلى الله عليه وسلم يسألونها عن الفرائض
