collection||Sahih al Bukhari
hadith|3278|Telah bercerita kepada kami [Al Humaidiy] telah bercerita kepada kami [Sufyan] telah bercerita kepada kami ['Amru] berkata telah mengabarkan kepadaku [Sa'id bin Jubair] berkata; Aku bertanya kepada [Ibnu 'Abbas radliallahu 'anhuma], lalu dia menjawab, telah bercerita kepada kami [Ubay bin Ka'ab] bahwa dia mendengar Rasulullah shallallahu 'alaihi wasallam bersabda: " Musa Alaihissalam berkata kepada muridnya; "Hidangkanlah makanan siang kita". Muridnya berkata; ("Tahukah kamu tatkala kita mecari tempat berlindung di batu tadi?. Sesungguhnya aku lupa (menceritakan tentang) ikan itu dan tidak ada yang melupakan aku untuk menceritakannya kecuali setan"). Maka Musa Alaihissalam tidak mendapatkan jatah makan hingga mereka menemukan tempat yang diperintahkan Allah Ta'ala". (Kisah dalam QS al-Kahfi ayat)
hadith|3279|Telah bercerita kepada kami ['Abdullah bin Maslamah] dari [Malik] dari ['Abdullah bin Dinar] dari ['Abdullah bin 'Umar radliallahu 'anhuma] berkata; "Aku melihat Rasulullah shallallahu 'alaihi wasallam menunjuk ke arah timur lalu bersabda: "Fitnah itu akan timbul dari sana. Fitnah timbul dari tempat terbitnya tanduk setan
hadith|3280|
hadith|3281|
hadith|3282|
hadith|3283|
hadith|3284|
hadith|3285|
hadith|3286|
hadith|3287|
hadith|3288|
hadith|3289|
hadith|3290|
hadith|3291|
hadith|3292|
hadith|3293|
hadith|3294|
hadith|3295|
chapter||The mention of Jinn, their reward and retribution
chapter_intro||لِقَوْلِهِ: {يَا مَعْشَرَ الْجِنِّ وَالإِنْسِ أَلَمْ يَأْتِكُمْ رُسُلٌ مِنْكُمْ يَقُصُّونَ عَلَيْكُمْ آيَاتِي} إِلَى قَوْلِهِ تَعَالَى: {عَمَّا يَعْمَلُونَ}. {بَخْسًا} نَقْصًا. قَالَ مُجَاهِدٌ: {وَجَعَلُوا بَيْنَهُ وَبَيْنَ الْجِنَّةِ نَسَبًا} قَالَ كُفَّارُ قُرَيْشٍ الْمَلاَئِكَةُ بَنَاتُ اللَّهِ، وَأُمَّهَاتُهُمْ بَنَاتُ سَرَوَاتِ الْجِنِّ. قَالَ اللَّهُ: {وَلَقَدْ عَلِمَتِ الْجِنَّةُ إِنَّهُمْ لَمُحْضَرُونَ} سَتُحْضَرُ لِلْحِسَابِ. {جُنْدٌ مُحْضَرُونَ} عِنْدَ الْحِسَابِ.
hadith|3296|Telah bercerita kepada kami [Qutaibah] dari [Malik] dari ['Abdur Rahman bin 'Abdullah bin 'Abdur Rahman bin Abi Sha'sha'ah Al Anhariy] dari [bapaknya] nahwa dia mengabarkan kepadanya bahwa [Abu Sa'id Al Khudriy radliallahu 'anhu] berkata kepadanya; "Aku melihat kamu orang yang menyukai kambing dan lembah. Maka jika kamu sedang bersama kambingmu dan berada di lembah lalu kamu mengumandangkan adzan untuk shalat maka keraskanlah suaramu dalam mengumandangkan adzan tersebut, karena tidak ada seorangpun yang mendengar suara mu'adzin, apakah dia itu jin, manusia atau apapun melainkan dia akan bersaksi baginya (mu'adzin itu) pada hari qiyamat". Abu Sa'id berkata; "Aku mendengar keterangan ini dari Rasulullah shallallahu 'alaihi wasallam
chapter||The Statement of Allah Jal Jalaaluhu: "And when We sent towards you a group of the jinn..."
chapter_intro||{مَصْرِفًا} مَعْدِلاً {صَرَفْنَا} أَيْ وَجَّهْنَا.
chapter||The Statement of Allah Taa'la: "... And the moving creatures of all kinds that He has scattered therein..."
chapter_intro||قَالَ ابْنُ عَبَّاسٍ الثُّعْبَانُ الْحَيَّةُ الذَّكَرُ مِنْهَا يُقَالُ الْحَيَّاتُ أَجْنَاسٌ الْجَانُّ وَالأَفَاعِي وَالأَسَاوِدُ. {آخِذٌ بِنَاصِيَتِهَا} فِي مِلْكِهِ وَسُلْطَانِهِ يُقَالُ: {صَافَّاتٍ} بُسُطٌ أَجْنِحَتَهُنَّ. {يَقْبِضْنَ} يَضْرِبْنَ بِأَجْنِحَتِهِنَّ.
hadith|3297,3298|
hadith|3299|
chapter||The best property of a Muslim will be sheep
hadith|3300|Telah bercerita kepada kami [Isma'il bin Abi Uwais] berkata telah bercerita kepadaku [Malik] dari ['Abdur Rahman bin 'Abdullah bin 'Abdur Rahman bin Abi Sha'sha'ah] dari [bapaknya] dari [Abu Sa'id Al Khudriy radliallahu 'anhu] berkata; Rasulullah shallallahu 'alaihi wasallam bersabda: "Diprediksikan (akan datang suatu masa) yang ketika itu harta seseorang yang paling baik adalah kambing yang digembalakannya menyusuri perbukitan dan lembah-lembah tempat turunnya air hujan karena dia lari menyelamatkan agamanya untuk menghindari fitnah (krisis agama)
hadith|3301|Telah bercerita kepada kami ['Abdullah bin Yusuf] telah mengabarkan kepada kami [Malik] dari [Abu Az Zanad] dari [Al A'raj] dari [Abu Hurairah radliallahu 'anhu] bahwa Rasulullah shallallahu 'alaihi wasallam bersabda: "Pusat kekufuran itu ada di arah Timur. Kebanggaan diri sendiri dan kesombongan terletak pada para pemilik kuda dan unta dan yang biasa bersuara keras adalah para pengembala unta yang berpindah-pindah (nomaden) sedangkan ketenangan ada pada para pemilik kambing
hadith|3302|Telah bercerita kepada kami [Musaddad] telah bercerita kepada kami [Yahya] dari [Isma'il] berkata telah bercerita kepadaku [Qais] dari ['Uqbah bin 'Amru Abu Mas'ud] berkata; "Rasulullah shallallahu 'alaihi wasallam menunjuk dengan tangan Beliau ke arah Al Yaman sambil berkata: "Keimanan itu ada pada orang Yaman di arah sana, dan kekerasan (tabi'at kasar) dan kerasnya hati terdapat pada diri orang-orang yang mengembala dan pemilik unta, sebagai dasar tabi'at orang yang suka mengikuti di belakang ekor unta, yaitu ditempat dua tanduk setan muncul, pada kabilah Rabi'ah dan Mudlar
hadith|3303|Telah bercerita kepada kami [Qutaibah] telah bercerita kepada kami [Al Laits] dari [Ja'far bin Rabi'ah] dari [Al A'raj] dari [Abu Hurairah radliallahu 'anhu] bahwa Nabi shallallahu 'alaihi wasallam bersabda: "Jika kalian mendengar suara kokok ayam mohonlah kepada Allah karunia-Nya karena saat itu ayam itu sedang melihat malaikat dan bila kalian mendengar ringkik suara keledai mohonlah perlindungan kepada Allah karena saat itu keledai itu sedang melihat setan
hadith|3304|Telah bercerita kepada kami [Ishaq] telah mengabarkan kepada kami [Rauh] telah mengabarkan kepada kami [Ibnu Juraij] berkata telah mengabarkan kepadaku ['Atha'] dia mendengar [Jabir bin 'Abdullah radliallahu 'anhuma], Rasulullah shallallahu 'alaihi wasallam bersabda: "Jika kegelapan malam datang, atau kalian berada pada petang hari, jagalah anak-anak kalian karena pada saat itu setan sedang berkeliaran. Jika malam telah berlalu beberapa saat, bolehlah kalian biarkan mereka dan tutuplah pintu rumah dan sebutlah nama Allah karena setan tidak akan membuka pintu yang tertutup". Dia (Ibnu Juraij) berkata; "Dan telah mengabarkan kepadaku ['Amru bin Dinar] dia mendengar [Jabir bin 'Abdullah] seperti apa yang 'Atha' kabarkan kepadaku namun tidak menyebutkan kalimat dan sebutlah nama Allah
hadith|3305|Telah bercerita kepada kami [Musa bin Isma'il] telah bercerita kepada kami [Wuhaib] dari [Khalid] dari [Muhammad] dari [Abu Hurairah radliallahu 'anhu] dari Nabi shallallahu 'alaihi wasallam bersabda: "Satu ummat dari Bani Isra'il telah hilang dan tidak diketahui lagi apa yang telah dilakukan oleh ummat tersebut. Aku tidak mengira selain ummat itu telah dijelmakan dalam bentuk tikus, yang apabila mereka disuguhi susu unta, mereka tidak meminumnya, dan bila diberi susu kambing, mereka meminumnya". Kemudian aku ceritakan hal ini kepada Ka'ab maka dia berkata; "Apakah kamu mendengar Nabi shallallahu 'alaihi wasallam bersabda seperti itu?". Aku jawab; 'Ya". Dia bertanya kepadaku berkali-kali hingga akhirnya aku katakan; "Apakah perlu aku bacakan kitab Taurat
hadith|3306|Telah bercerita kepada kami [Sa'id bin 'Ufair] dari [Ibnu Wahb] berkata telah bercerita kepadaku [Yunus] dari [Ibnu Syihab] dari ['Urwah] dia bercerita dari ['Aisyah radliallahu 'anhu] bahwa Nabi shallallahu 'alaihi wasallam pernah mengomentari cecak dengan istilah fuwaisiq (binatang durhaka) dan aku tidak mendengar Beliau memerintahkan untuk membunuhnya sedangkan Sa'ad bin Abi Waqash beranggapan bahwa Nabi shallallahu 'alaihi wasallam telah memerintahkan untuk membunuhnya
hadith|3307|Telah bercerita kepada kami [Shadaqah bin Al Fadlal] telah mengabarkan kepada kami [Ibnu 'Uyaynah] telah bercerita kepada kami ['Abdul Hamid bin Jubair bin Syaibah] dari [Sa'id bin Al Musayyab] bahwa [Ummu Syarik] mengabarkan kepadanya bahwa Nabi shallallahu 'alaihi wasallam memerintahkan untuk membunuh cecak
hadith|3308|Telah bercerita kepada kami ['Ubaid bin Isma'il] telah bercerita kepada kami [Abu Usamah] dari [Hisyam] dari [bapaknya] dari ['Aisyah radliallahu 'anhu] berkata; Rasulullah shallallahu 'alaihi wasallam bersabda: "Bunuhlah ular-ular belang karena jenis ular ini dapat merabunkan penglihatan dan mengugurkan kandungan". Hadits ini diikuti pula oleh [Hammad bin Salamah] dari [Abu Usamah]
hadith|3309|Telah bercerita kepada kami [Musaddad] telah bercerita kepada kami [Yahya] dari [Hisyam] berkata telah bercerita kepadaku [bapakku] dari ['Aisyah radliallahu 'anhu] berkata; "Nabi shallallahu 'alaihi wasallam memerintahkan untuk membunuh ular yang berekor pendek dan Beliau menjelaskan bahwa jenis ular ini dapat merabunkan penglihatan dan mengugurkan kandungan
hadith|3310,3311|
hadith|3312,3313|
chapter||Five kinds of animals are harmful and allowed to be killed in Haram
hadith|3314|Telah bercerita kepada kami [Musaddad] telah bercerita kepada kami [Yazid bin Zurai'] telah bercerita kepada kami [Ma'mar] dari [Az Zuhriy] dari ['Urwah] dari ['Aisyah Radliallahu 'anha] dari Nabi shallallahu 'alaihi wasallam bersabda: "Ada lima jenis hewan fasiq (berbahaya) yang boleh dibunuh ketika sedang ihram, yaitu tikus, kalajengking, burung rajawali, burung gagak dan anjing galak
hadith|3315|Telah bercerita kepada kami ['Abdullah bin Maslamah] telah mengabarkan kepada kami [Malik] dari ['Abdullah bin Dinar] dari ['Abdullah bin 'Umar radliallahu 'anhuma] bahwa Rasulullah shallallahu 'alaihi wasallam bersabda: "Ada lima jenis hewan melata yang siapa membunuhnya tidak berdosa sekalipun sedang ihram, yaitu kalajengking, tikus, anjing galak, burung gagak dan burung rajawali
hadith|3316|Telah bercerita kepada kami [Musaddad] telah bercerita kepada kami [Hammad bin Zaid] dari [Katsir] dari ['Atha'] dari [Jabir bin 'Abdullah radliallahu 'anhuma] yang memarfu'kannya, (Rasulullah shallallahu 'alaihi wasallam) bersabda: "Tutuplah bejana (perabot menyimpan makanan), ikatlah tutup kendi (perabot menyimpan minuman), tutup pintu-pintu rumah dan jagalah anak-anak kecil kalian pada waktu 'isya' karena saat itu adalah waktu bagi jin untuk berkeliaran dan menculik, dan padamkanlah lampu-lampu ketika kalian tidur, karena binatang-binatang berbahaya bila datang dapat menarik sumbu lampu sehingga dapat berakibat kebakaran yang menyebabkan terbunuhnya para penghuni rumah". [Ibnu Juraij] dan [Habib] berkata dari ['Atha']; "(saat itu adalah waktu) bagi setan-setan
hadith|3317|Telah bercerita kepada kami ['Abdah bin 'Abdullah] telah mengabarkan kepada kami [Yahya bin Adam] dari [Isra'il] dari [Manshur] dari [Ibrahim] dari ['Alqamah] dari ['Abdullah] berkata; "Kami pernah bersama Rasulullah shallallahu 'alaihi wasallam di suatu gua lalu turunlah firman Allah Ta'ala *Wal mursalaati 'urfaa, (Demi malaikat-malaikat yang datang membawa kebaikan). Ketika kami sedang menyimak apa yang Beliau bacakan melalui mulut Beliau, tiba-tiba ada seekor ular yang keluar dari lubangnya. Maka kami segera mengejarnya untuk membunuhnya namun ular itu dapat lolos dari kami dan masuk ke dalam lubangnya kembali. Maka Rasulullah shallallahu 'alaihi wasallam bersabda: "Ular itu telah selamat dari keburukan kalian sebagaimana kalian pun telah selamat dari keburukannya". Dan dari [Isra'il] dari [Al A'masy] dari [Ibrahim] dari ['Alqamah] dari ['Abdullah] seperti matan hadits ini, berkata; "Kami mengambil bacaan ayat itu lewat mulut Beliau secara lembut". Dan diikuti pula oleh [Abu 'Awanah] dari [Mughirah]. Dan [Hafsh], [Abu Mu'awiyah] dan [Sulaiman bin Qarm] berkata dari [Al A'masy] dari [Ibrahim] dari [Al Aswad] dari ['Abdullah]
hadith|3318|Telah bercerita kepada kami [Nashr bin 'Ali] telah mengabarkan kepada kami ['Abdul A'laa] telah bercerita kepada kami ['Ubaidullah bin 'Umar] dari [Nafi'] dari [Ibnu 'Umar radliallahu 'anhuma] dari Nabi shallallahu 'alaihi wasallam bersabda: "Ada seorang wanita masuk neraka disebabkan mengikat seekor kucing. Dia tidak memberinya makan dan tidak melepaskannya agar dapat memakan serangga tanah". Dia berkata, dan telah bercerita kepada kami ['Ubaidullah] dari [Sa'id Al Maqbariy] dari [Abu Hurairah radliallahu 'anhu] dari Nabi shallallahu 'alaihi wasallam
hadith|3319|Telah bercerita kepada kami [Isma'il bin Abi Uwais] berkata, telah bercerita kepadaku [Malik] dari [Abu Az Zanad] dari [Al A'raj] dari [Abu Hurairah radliallahu 'anhu] bahwa Rasulullah shallallahu 'alaihi wasallam bersabda: "Ada seorang Nabi diantara Nabi-nabi yang singgah di bawah pohon kemudian digigit semut. Maka dia memerintahkan agar mengeluarkan semut itu dari bawah pohon itu lalu memerintahkan agar membakar rumah semut itu. Kemudian Allah mewahyukan kepada Nabi tersebut: "Apakah hanya karena seekor semut (yang menggigitmu lalu kamu membakar semua?)
chapter||If a housefly falls in the drink
hadith|3320|Telah bercerita kepada kami [Khalid bin Makhlad] telah menceritakan kepada kami [Sulaiman bin Bilal] berkata; telah bercerita kepadaku [Utbah bin Muslim] berkata; telah mengabarkan kepadaku [Ubaid bin Hunain] berkata; saya mendengar [Abu Hurairah radliallahu 'anhu] berkata; Nabi shallallahu 'alaihi wasallam bersabda: "Jika ada seekor lalat yang terjatuh pada minuman kalian maka tenggelamkan kemudian angkatlah, karena pada satu sayapnya penyakit dan sayap lainnya terdapat obatnya
hadith|3321|Telah bercerita kepada kami [Al Hasan bin ash-Shobbah] telah bercerita kepada kami [Ishaq Al Azraq] telah bercerita kepada kami ['Auf] dari [Al Hasan] dan [Ibnu Sirin] dari [Abu Hurairah radliallahu 'anhu] dari Rasulullah shallallahu 'alaihi wasallam bersabda: "Ada seorang wanita pezina yang diampuni dosanya disebabkan (memberi minum seekor anjing). Ketika dia berjalan ada seekor anjing dekat sebuah sumur yang sedang menjulurkan lidahnya dalam kondisi hampir mati kehausan. Wanita itu segera melepas sepatunya lalu diikatnya dengan kerudungnya kemudian dia mengambil air dari sumur itu. Karena perbuatannya itulah maka dia diampuni dosanya
hadith|3322|Telah bercerita kepada kami ['Ali bin 'Abdullah] telah bercerita kepada kami [Sufyan] berkata aku mengingatnya dari [Az Zuhriy] sebagaimana sekarang kamu berdada di sini, telah mengabarkan kepadaku ['Ubaidullah] dari [Ibnu 'Abbas] dari [Abu Thalhah radliallahu 'anhum] dari Nabi shallallahu 'alaihi wasallam bersabda: "Malaikat tidak akan memasuki rumah yang di dalamnya ada anjing dan tidak juga yang ada gambar
hadith|3323|Telah bercerita kepada kami ['Abdullah bin Yusuf] telah mengabarkan kepada kami [Malik] dari [Nafi'] dari ['Abdullah bin 'Umar radliallahu 'anhuma] bahwa Rasulullah shallallahu 'alaihi wasallam memerintahkan untuk membunuh anjing
hadith|3324|Telah bercerita kepada kami [Musa bin Isma'il] telah bercerita kepada kami [Hammam] dari [Yahya] berkata telah bercerita kepadaku [Abu Salamah] bahwa [Abu Hurairah radliallahu 'anhu] bercerita kepadanya, dia berkata; Rasulullah shallallahu 'alaihi wasallam bersabda: "Siapa yang menyentuh anjing berarti sepanjang hari itu dia telah menghapus amalnya sebanyak satu qirath kecuali menyentuh anjing ladang atau anjing ternak
hadith|3325|Telah bercerita kepada kami ['Abdullah bin Maslamah] telah bercerita kepada kami [Sulaiman] berkata telah mengabarkan kepadaku [Yazid bin Khushaifah] berkata telah mengabarkan kepadaku [as-Sa'ib bin Yazid] dia mendnegar [Sufyan bin Abi Zuhair asy-Syana'iy] bahwa dia mendengar Rasulullah shallallahu 'alaihi wasallam bersabda: ""Siapa yang memelihara anjing yang bukan digunakan untuk menjaga ladang atau mengembalakan ternak berarti sepanjang hari itu dia telah menghapus amalnya sebanyak satu qirath". as-Sa'ib bertanya; "Apakah benar kamu mendengar ini dari Rasulullah shallallahu 'alaihi wasallam?. Dia menjawab: "Benar, demi Rabb Ka'bah ini
book||Prophets
chapter||The creation of Adam and his offspring
chapter_intro||صَلْصَالٌ طِينٌ خُلِطَ بِرَمْلٍ فَصَلْصَلَ كَمَا يُصَلْصِلُ الْفَخَّارُ. وَيُقَالُ مُنْتِنٌ. يُرِيدُونَ بِهِ صَلَّ، كَمَا يُقَالُ صَرَّ الْبَابُ وَصَرْصَرَ عِنْدَ الإِغْلاَقِ مِثْلُ كَبْكَبْتُهُ يَعْنِي كَبَبْتُهُ. {فَمَرَّتْ بِهِ} اسْتَمَرَّ بِهَا الْحَمْلُ فَأَتَمَّتْهُ. {أَنْ لاَ تَسْجُدَ} أَنْ تَسْجُدَ. قَوْلِ اللَّهِ تَعَالَى: {وَإِذْ قَالَ رَبُّكَ لِلْمَلاَئِكَةِ إِنِّي جَاعِلٌ فِي الأَرْضِ خَلِيفَةً}: قَالَ ابْنُ عَبَّاسٍ: {لَمَّا عَلَيْهَا حَافِظٌ} إِلاَّ عَلَيْهَا حَافِظٌ {فِي كَبَدٍ} فِي شِدَّةِ خَلْقٍ. وَرِيَاشًا الْمَالُ. وَقَالَ غَيْرُهُ الرِّيَاشُ وَالرِّيشُ وَاحِدٌ، وَهْوَ مَا ظَهَرَ مِنَ اللِّبَاسِ. {مَا تُمْنُونَ} النُّطْفَةُ فِي أَرْحَامِ النِّسَاءِ. وَقَالَ مُجَاهِدٌ: {إِنَّهُ عَلَى رَجْعِهِ لَقَادِرٌ} النُّطْفَةُ فِي الإِحْلِيلِ. كُلُّ شَيْءٍ خَلَقَهُ فَهْوَ شَفْعٌ، السَّمَاءُ شَفْعٌ، وَالْوِتْرُ اللَّهُ عَزَّ وَجَلَّ. {فِي أَحْسَنِ تَقْوِيمٍ} فِي أَحْسَنِ خَلْقٍ {أَسْفَلَ سَافِلِينَ} إِلاَّ مَنْ آمَنَ {خُسْرٍ} ضَلاَلٌ، ثُمَّ اسْتَثْنَى إِلاَّ مَنْ آمَنَ {لاَزِبٍ} لاَزِمٌ. {نُنْشِئَكُمْ} فِي أَيِّ خَلْقٍ نَشَاءُ. {نُسَبِّحُ بِحَمْدِكَ} نُعَظِّمُكَ. وَقَالَ أَبُو الْعَالِيَةِ: {فَتَلَقَّى آدَمُ مِنْ رَبِّهِ كَلِمَاتٍ} فَهْوَ قَوْلُهُ: {رَبَّنَا ظَلَمْنَا أَنْفُسَنَا}، {فَأَزَلَّهُمَا} فَاسْتَزَلَّهُمَا. وَ{يَتَسَنَّهْ} يَتَغَيَّرْ، آسِنٌ مُتَغَيِّرٌ، وَالْمَسْنُونُ الْمُتَغَيِّرُ {حَمَإٍ} جَمْعُ حَمْأَةٍ وَهْوَ الطِّينُ الْمُتَغَيِّرُ. {يَخْصِفَانِ} أَخْذُ الْخِصَافِ {مِنْ وَرَقِ الْجَنَّةِ} يُؤَلِّفَانِ الْوَرَقَ وَيَخْصِفَانِ بَعْضَهُ إِلَى بَعْضٍ {سَوْآتُهُمَا} كِنَايَةٌ عَنْ فَرْجِهِمَا {وَمَتَاعٌ إِلَى حِينٍ} هَاهُنَا إِلَى يَوْمِ الْقِيَامَةِ، الْحِينُ عِنْدَ الْعَرَبِ مِنْ سَاعَةٍ إِلَى مَا لاَ يُحْصَى عَدَدُهُ. {قَبِيلُهُ} جِيلُهُ الَّذِي هُوَ مِنْهُمْ.
