collection||Sahih al Bukhari
hadith|5423|ہم سے خلاد بن یحییٰ نے بیان کیا، کہا ہم سے سفیان نے، ان سے عبدالرحمٰن بن عابس نے، ان سے ان کے والد نے بیان کیا کہ میں نے عائشہ رضی اللہ عنہا سے پوچھا کیا نبی کریم صلی اللہ علیہ وسلم نے تین دن سے زیادہ قربانی کا گوشت کھانے سے منع کیا ہے؟ انہوں نے کہا کہ نبی کریم صلی اللہ علیہ وسلم نے ایسا کبھی نہیں کیا۔ صرف ایک سال اس کا حکم دیا تھا جس سال قحط پڑا تھا۔ نبی کریم صلی اللہ علیہ وسلم نے چاہا تھا ( اس حکم کے ذریعہ ) کہ جو مال والے ہیں وہ ( گوشت محفوظ کرنے کے بجائے ) محتاجوں کو کھلا دیں اور ہم بکری کے پائے محفوظ رکھ لیتے تھے اور اسے پندرہ پندرہ دن بعد کھاتے تھے۔ ان سے پوچھا گیا کہ ایسا کرنے کے لیے کیا مجبوری تھی؟ اس پر ام المؤمنین رضی اللہ عنہا ہنس پڑیں اور فرمایا آل محمد صلی اللہ علیہ وسلم نے سالن کے ساتھ گیہوں کی روٹی تین دن تک برابر کبھی نہیں کھائی یہاں تک کہ آپ اللہ سے جا ملے۔ اور ابن کثیر نے بیان کیا کہ ہمیں سفیان نے خبر دی، ان سے عبدالرحمٰن بن عابس نے یہی حدیث بیان کی۔
hadith|5424|مجھ سے عبداللہ بن محمد نے بیان کیا، کہا ہم سے سفیان نے بیان کیا، ان سے عمرو نے، ان سے عطاء نے اور ان سے جابر رضی اللہ عنہ نے بیان کیا کہ (مکہ مکرمہ سے حج کی) ( مکہ مکرمہ سے حج کی ) قربانی کا گوشت ہم نبی کریم صلی اللہ علیہ وسلم کے زمانہ میں مدینہ منورہ لاتے تھے۔ اس کی متابعت محمد نے کی ابن عیینہ کے واسطہ سے اور ابن جریج نے بیان کیا کہ میں نے عطاء سے پوچھا کیا جابر رضی اللہ عنہ نے یہ بھی کہا تھا کہ یہاں تک کہ ہم مدینہ منورہ آ گئے؟ انہوں نے کہا کہ انہوں نے یہ نہیں کہا تھا۔
chapter||Al-Hais (dish prepared from dried yoghourt, butter and dates).
hadith|5425|ہم سے قتیبہ بن سعید نے بیان کیا، کہا ہم سے اسماعیل بن جعفر نے بیان کیا، ان سے مطلب بن عبداللہ بن حنطب کے غلام عمرو بن ابی عمرو نے، انہوں نے انس بن مالک رضی اللہ عنہ سے سنا، انہوں نے بیان کیا کہ رسول اللہ صلی اللہ علیہ وسلم نے ابوطلحہ رضی اللہ عنہ سے فرمایا کہ اپنے یہاں کے بچوں میں کوئی بچہ تلاش کر لاؤ جو میرے کام کر دیا کرے۔ چنانچہ ابوطلحہ رضی اللہ عنہ مجھے اپنی سواری پر اپنے پیچھے بٹھا کر لائے۔ میں نبی کریم صلی اللہ علیہ وسلم کی، جب بھی آپ کہیں پڑاؤ کرتے خدمت کرتا۔ میں سنا کرتا تھا کہ نبی کریم صلی اللہ علیہ وسلم بکثرت یہ دعا پڑھا کرتے تھے «اللهم إني أعوذ بك من الهم والحزن،‏‏‏‏ ‏‏‏‏ والعجز والكسل،‏‏‏‏ ‏‏‏‏ والبخل والجبن وضلع الدين،‏‏‏‏ ‏‏‏‏ وغلبة الرجال» ”اے اللہ! میں تیری پناہ مانگتا ہوں غم سے، رنج سے، عجز سے، سستی سے، بخل سے، بزدلی سے، قرض کے بوجھ سے اور لوگوں کے غلبہ سے۔“ ( انس رضی اللہ عنہ نے بیان کیا کہ ) پھر میں اس وقت سے برابر آپ کی خدمت کرتا رہا۔ یہاں تک کہ ہم خیبر سے واپس ہوئے اور صفیہ بنت حیی رضی اللہ عنہا بھی ساتھ تھیں۔ نبی کریم صلی اللہ علیہ وسلم نے انہیں پسند فرمایا تھا۔ میں دیکھتا تھا کہ نبی کریم صلی اللہ علیہ وسلم نے ان کے لیے اپنی سواری پر پیچھے کپڑے سے پردہ کیا اور پھر انہیں وہاں بٹھایا۔ آخر جب مقام صہبا میں پہنچے تو آپ نے دستر خوان پر حیس ( کھجور، پنیر اور گھی وغیرہ کا ملیدہ ) بنایا پھر مجھے بھیجا اور میں نے لوگوں کو بلا لایا، پھر سب لوگوں نے اسے کھایا۔ یہی نبی کریم صلی اللہ علیہ وسلم کی طرف سے صفیہ رضی اللہ عنہا سے نکاح کی دعوت ولیمہ تھی۔ پھر آپ روانہ ہوئے اور جب احد دکھائی دیا تو آپ صلی اللہ علیہ وسلم نے فرمایا کہ یہ پہاڑ ہم سے محبت رکھتا ہے اور ہم اس سے محبت رکھتے ہیں۔ اس کے بعد جب مدینہ نظر آیا تو فرمایا کہ اے اللہ! میں اس کے دونوں پہاڑوں کے درمیانی علاقے کو اسی طرح حرمت والا علاقہ بناتا ہوں جس طرح ابراہیم علیہ السلام نے مکہ کو حرمت والا شہر بنایا تھا۔ اے اللہ! اس کے رہنے والوں کو برکت عطا فرما۔ ان کے مد میں اور ان کے صاع میں برکت فرما۔
chapter||Eating in a dish decorated with silver
hadith|5426|ہم سے ابونعیم نے بیان کیا، کہا ہم سے سیف بن ابی سلیمان نے، کہا کہ میں نے مجاہد سے سنا، کہا کہ مجھ سے عبدالرحمٰن بن ابی لیلیٰ نے بیان کیا کہ یہ لوگ حذیفہ بن الیمان رضی اللہ عنہ کی خدمت میں موجود تھے۔ انہوں نے پانی مانگا تو ایک مجوسی نے ان کو پانی ( چاندی کے پیالے میں ) لا کر دیا۔ جب اس نے پیالہ ان کے ہاتھ میں دیا تو انہوں نے پیالہ کو اس پر پھینک کر مارا اور کہا اگر میں نے اسے بارہا اس سے منع نہ کیا ہوتا ( کہ چاندی سونے کے برتن میں مجھے کچھ نہ دیا کرو ) آگے وہ یہ فرمانا چاہتے تھے کہ تو میں اس سے یہ معاملہ نہ کرتا لیکن میں نے رسول اللہ صلی اللہ علیہ وسلم سے سنا ہے کہ ریشم و دیبا نہ پہنو اور نہ سونے چاندی کے برتن میں کچھ پیو اور نہ ان کی پلیٹوں میں کچھ کھاؤ کیونکہ یہ چیزیں ان ( کفار کے لیے ) دنیا میں ہیں اور ہمارے لیے آخرت میں ہیں۔
chapter||The mention of food
hadith|5427|ہم سے قتیبہ نے بیان کیا، انہوں نے کہا ہم سے ابوعوانہ نے بیان کیا، ان سے قتادہ نے بیان کیا، ان سے انس رضی اللہ عنہ نے بیان کیا اور ان سے ابوموسیٰ اشعری رضی اللہ عنہ نے بیان کیا کہ رسول اللہ صلی اللہ علیہ وسلم نے فرمایا کہ اس مومن کی مثال جو قرآن پڑھتا ہو سنگترے جیسی ہے جس کی خوشبو بھی پاکیزہ ہے اور مزہ بھی پاکیزہ ہے اور اس مومن کی مثال جو قرآن نہیں پڑھتا کھجور جیسی ہے جس میں کوئی خوشبو نہیں ہوتی لیکن مزہ میٹھا ہوتا ہے اور منافق کی مثال جو قرآن پڑھتا ہو، ریحانہ ( پھول ) جیسی ہے جس کی خوشبو تو اچھی ہوتی ہے لیکن مزہ کڑوا ہوتا ہے اور جو منافق قرآن بھی نہیں پڑھتا اس کی مثال اندرائن جیسی ہے جس میں کوئی خوشبو نہیں ہوتی اور جس کا مزہ بھی کڑوا ہوتا ہے۔
hadith|5428|ہم سے مسدد نے بیان کیا، کہا ہم سے خالد نے بیان کیا، ان سے عبداللہ بن عبدالرحمٰن نے بیان کیا، ان سے انس رضی اللہ عنہ نے کہ نبی کریم صلی اللہ علیہ وسلم نے فرمایا کہ عورتوں پر عائشہ کی فضیلت ایسی ہے جیسے تمام کھانوں پر ثرید کی فضیلت ہے۔
hadith|5429|ہم سے ابونعیم نے بیان کیا، کہا ہم سے مالک نے بیان کیا، ان سے سمی نے، ان سے صالح نے اور ان سے ابوہریرہ رضی اللہ عنہ نے کہ نبی کریم صلی اللہ علیہ وسلم نے فرمایا کہ سفر عذاب کا ایک ٹکڑا ہے، جو انسان کو سونے اور کھانے سے روک دیتا ہے۔ پس جب کسی شخص کی سفری ضرورت حسب منشا پوری ہو جائے تو اسے جلد ہی گھر واپس آ جانا چاہیئے۔
chapter||Al-Udm (additional food taken with bread).
hadith|5430|ہم سے قتیبہ بن سعید نے بیان کیا، کہا ہم سے اسماعیل بن جعفر نے، ان سے ربیعہ نے، انہوں نے قاسم بن محمد سے سنا، آپ نے بیان کیا کہ بریرہ رضی اللہ عنہا کے ساتھ شریعت کی تین سنتیں قائم ہوئیں۔ عائشہ رضی اللہ عنہا نے انہیں ( ان کے مالکوں سے ) خرید کر آزاد کرنا چاہا تو ان کے مالکوں نے کہا کہ ولاء کا تعلق ہم سے ہی قائم ہو گا۔ ( عائشہ رضی اللہ عنہا نے بیان کیا کہ ) میں نے اس کا ذکر رسول اللہ صلی اللہ علیہ وسلم سے کیا تو آپ صلی اللہ علیہ وسلم نے فرمایا کہ اگر تم یہ شرط لگا بھی لو جب بھی ولاء اسی کے ساتھ قائم ہو گا جو آزاد کرے گا۔ پھر بیان کیا کہ بریرہ آزاد کی گئیں اور انہیں اختیار دیا گیا کہ اگر وہ چاہیں تو اپنے شوہر کے ساتھ رہیں یا ان سے الگ ہو جائیں اور تیسری بات یہ ہے کہ رسول اللہ صلی اللہ علیہ وسلم ایک دن عائشہ رضی اللہ عنہا کے گھر تشریف لائے، چولھے پر ہانڈی پک رہی تھی۔ آپ صلی اللہ علیہ وسلم نے دوپہر کا کھانا طلب فرمایا تو روٹی اور گھر میں موجود سالن پیش کیا گیا۔ نبی کریم صلی اللہ علیہ وسلم نے دریافت فرمایا کہ کیا میں نے گوشت ( پکتے ہوئے ) نہیں دیکھا ہے؟ عرض کیا کہ دیکھا ہے یا رسول اللہ! لیکن وہ گوشت تو بریرہ کو صدقہ میں ملا ہے، انہوں نے ہمیں ہدیہ کے طور پر دیا ہے۔ آپ صلی اللہ علیہ وسلم نے فرمایا کہ ان کے لیے وہ صدقہ ہے لیکن ہمارے لیے ہدیہ ہے۔
chapter||Sweet edible things and honey.
hadith|5431|مجھ سے اسحاق بن ابراہیم حنظلی نے بیان کیا، ان سے ابواسامہ نے، ان سے ہشام نے بیان کیا، انہوں نے کہا کہ مجھے میرے والد نے خبر دی اور ان سے عائشہ رضی اللہ عنہا نے بیان کیا کہ رسول اللہ صلی اللہ علیہ وسلم میٹھی چیز اور شہد پسند فرمایا کرتے تھے۔
hadith|5432|ہم سے عبدالرحمٰن بن شیبہ نے بیان کیا، کہا کہ مجھے ابن ابی الفدیک نے خبر دی، انہیں ابن ابی ذئب نے، انہیں مقبری نے اور ان سے ابوہریرہ رضی اللہ عنہ نے بیان کیا کہ میں پیٹ بھرنے کے بعد ہر وقت نبی کریم صلی اللہ علیہ وسلم کے ساتھ ہی رہا کرتا تھا۔ اس وقت میں روٹی نہیں کھاتا تھا۔ نہ ریشم پہنتا تھا، نہ فلاں اور فلانی میری خدمت کرتے تھے ( بھوک کی شدت کی وجہ سے بعض اوقات ) میں اپنے پیٹ پر کنکریاں لگا لیتا اور کبھی میں کسی سے کوئی آیت پڑھنے کے لیے کہتا حالانکہ وہ مجھے یاد ہوتی۔ مقصد صرف یہ ہوتا کہ وہ مجھے اپنے ساتھ لے جائے اور کھانا کھلا دے اور مسکینوں کے لیے سب سے بہترین شخص جعفر بن ابی طالب رضی اللہ عنہ تھے، ہمیں اپنے گھر ساتھ لے جاتے اور جو کچھ بھی گھر میں ہوتا کھلا دیتے تھے۔ کبھی تو ایسا ہوتا کہ گھی کا ڈبہ نکال کر لاتے اور اس میں کچھ نہ ہوتا۔ ہم اسے پھاڑ کر اس میں جو کچھ لگا ہوتا چاٹ لیتے تھے۔
chapter||Ad-Dubba' (gourd)
hadith|5433|ہم سے عمرو بن علی نے بیان کیا، کہا ہم سے ازہر بن سعد نے بیان کیا، ان سے ابن عون نے، ان سے شمامہ بن انس نے اور ان سے انس رضی اللہ عنہ نے کہ رسول اللہ صلی اللہ علیہ وسلم اپنے ایک درزی غلام کے پاس تشریف لے گئے، پھر آپ کی خدمت میں ( پکا ہوا ) کدو پیش کیا گیا اور آپ اسے ( رغبت کے ساتھ ) کھانے لگے۔ اسی وقت سے میں بھی کدو پسند کرتا ہوں کیونکہ میں نے اسے نبی کریم صلی اللہ علیہ وسلم کو کھاتے ہوئے دیکھا ہے۔
